epoch,train_loss,val_loss,lr,epoch_time_s,train_ppl,val_ppl
1,6.478121412641408,5.132770683192,9.462195740360182e-05,3495.916886329651,650.7473116055048,169.48606027820287
2,4.749861047553399,4.276957982703101,7.104072880579627e-05,3497.7108538150787,115.56822492385037,72.02101725240445
3,4.1711590622158115,3.861226815211622,3.840469642872794e-05,3515.8384194374084,64.79050482970489,47.523618318019594
4,3.883830527302517,3.6628091833259484,1.0758662238886385e-05,3510.0574791431427,48.610061066115236,38.970664988792294
5,3.7703599257608063,3.655465655688998,1e-06,3517.094567298889,43.395681248897574,38.685531059239146
