epoch,train_loss,val_loss,train_bleu,val_bleu,train_chrf,val_chrf,lr,epoch_time_s
1,2.210340920983606,0.0357239738343254,0.002362763978897992,27.851251766576404,7.629805809819368,60.396798014291655,4.6986356627939264e-05,1704.8549768924713
2,1.3141171796572135,0.04554966517857143,26.539680753166394,25.818661384932298,59.87132313036424,61.32911007236144,3.504168263872338e-05,1700.8519439697266
3,1.3070989532948802,0.05239529079861111,24.7536104071297,31.334595030833707,58.972402553168955,68.58481093153003,1.8862366730509286e-05,1697.0667033195496
4,1.3041686409187823,0.054849291604662696,32.57092361975939,25.043080315249753,67.72513090773484,63.29365630693305,5.271330103916442e-06,1707.563807964325
5,1.3032973329658475,0.05568860573743386,26.06431156425949,25.7015277364876,62.95728747724198,63.243111313115044,1e-06,1690.0402297973633
